Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2016-04-10,0.96,81224.11,2125.86,32426.84,0.0,46671.41,321.89,46349.52,,organic,2016,Portland
2016-08-28,1.27,3025330.44,456513.05,1330166.96,166364.88,1072285.55,841776.91,207892.75,22615.89,conventional,2016,GreatLakes
2015-12-20,0.85,175425.57,2732.05,108930.75,7517.01,56245.76,12118.45,39679.66,,conventional,2015,CincinnatiDayton
2016-05-08,1.42,9663.49,2105.61,3559.51,0.0,3998.37,1348.54,2649.83,0.0,organic,2016,Atlanta
2015-06-07,2.01,33404.92,10962.3,21345.94,37.39,1059.29,0.0,1059.29,,organic,2015,Seattle
2017-01-01,1.81,5342.85,956.73,2862.95,0.0,1523.17,5.55,1517.62,0.0,organic,2017,Atlanta
2015-12-27,1.24,27118.17,1189.96,10909.14,10.05,15009.02,6705.83,8303.19,,organic,2015,Portland
2017-10-15,1.47,4522.84,18.71,237.43,0.0,4266.7,4266.7,0.0,,organic,2017,Albany
2017-01-15,1.55,88526.26,3327.65,71956.77,607.03,12634.81,12574.72,60.09,,conventional,2017,Albany
2015-12-27,1.67,3110.45,,49.42,0.0,1443.42,1119.57,323.85,,organic,2015,Orlando
2015-01-18,1.73,1751.2,,23.95,0.0,916.67,916.67,0.0,,organic,2015,Tampa
2017-07-02,1.78,120458.72,2774.67,52195.81,1321.72,64166.52,34038.53,30127.99,0.0,organic,2017,Midsouth
2016-06-05,1.41,14224.73,5353.51,6571.59,0.0,2299.63,765.05,1534.58,,organic,2016,LasVegas
2016-08-21,1.04,314573.49,187528.23,43283.16,305.0,83457.1,61315.63,12616.47,,conventional,2016,NewOrleansMobile
2016-12-04,0.92,263904.24,,189101.7,9125.63,64583.94,61980.87,2547.12,55.95,,2016,GrandRapids
2016-01-24,0.93,168035.39,1803.73,93613.73,23023.47,49594.46,23374.52,21450.63,,conventional,2016,Indianapolis
2017-03-26,1.12,2583323.58,861802.43,418362.3,83244.93,1219913.92,1168719.39,1177.9,,conventional,2017,LosAngeles
2017-01-22,1.37,994282.98,115700.02,281786.33,6707.82,590088.81,401805.9,188282.91,,organic,2017,TotalUS
2015-08-02,1.43,74680.7,1309.11,42703.28,1151.93,29516.38,23664.27,5852.11,,conventional,2015,Pittsburgh
2016-09-11,2.14,20395.74,633.05,6730.7,315.82,12716.17,12716.17,0.0,,organic,2016,BaltimoreWashington
2015-10-25,1.87,5476.77,2441.49,2684.67,0.0,350.61,180.0,170.61,0.0,organic,2015,Atlanta
2015-03-01,1.69,61260.09,3154.34,43284.57,0.0,14821.18,13128.9,1692.28,,organic,2015,GreatLakes
2018-01-28,1.75,96380.28,13196.3,24933.01,128.24,58122.73,56090.23,2032.5,,organic,2018,NewYork
2016-12-04,1.31,202181.56,29864.64,36193.58,63.49,136059.85,20438.49,115621.36,,organic,2016,West
2017-11-19,1.9,12057.89,2224.57,2164.09,0.0,7669.23,7651.82,17.41,,organic,2017,PhoenixTucson
2017-11-26,1.49,48850.0,,15594.0,252.0,20016.0,14612.0,5404.0,0.0,conventional,2017,Spokane
2016-06-12,1.42,5150.78,1653.86,56.92,0.0,3440.0,3390.0,50.0,,organic,2016,Tampa
2016-05-29,0.8,6239677.27,,1322066.02,347794.01,1299214.04,1034533.11,229576.24,,conventional,2016,SouthCentral
2015-10-25,1.86,5859.11,1291.46,4345.56,0.0,222.09,222.09,0.0,,organic,2015,Sacramento
2017-09-17,1.9,7847.81,,1598.3,0.0,6016.6,4434.42,1582.18,,organic,2017,Roanoke
2015-12-27,1.01,417190.47,87748.64,131201.91,16182.87,182057.05,181763.3,44.65,249.1,conventional,2015,Portland
2016-11-20,0.99,670051.41,407045.54,40680.13,11622.63,210703.11,109832.07,100871.04,,conventional,2016,WestTexNewMexico
2016-05-15,1.44,3075.57,442.01,0.0,0.0,2633.56,2616.89,16.67,,organic,2016,NewOrleansMobile
2015-11-29,1.46,9412.9,5706.47,278.7,0.0,3427.73,3427.73,0.0,,organic,2015,DallasFtWorth
2017-12-17,1.44,13189.97,69.2,3091.47,78.86,9950.44,9296.79,653.65,,organic,2017,SouthCarolina
2017-08-27,2.45,3332.02,332.58,1007.3,0.0,1992.14,1988.81,3.33,0.0,organic,2017,Jacksonville
2015-05-17,1.23,243265.56,168886.63,19797.32,173.63,54407.98,38066.02,16341.96,,conventional,2015,Orlando
2016-01-24,1.34,3903.11,502.84,0.0,0.0,3400.27,3400.27,0.0,0.0,organic,2016,NewOrleansMobile
2018-03-04,1.41,13219.33,1054.97,10.45,0.0,12153.91,12153.91,0.0,,organic,2018,Pittsburgh
2016-01-31,1.02,3318109.53,1774273.7,625042.37,15260.7,903532.76,485345.67,418187.09,0.0,conventional,2016,Southeast
2016-12-25,1.49,238100.22,,178949.08,7914.45,48259.12,47076.21,865.63,,conventional,2016,HartfordSpringfield
2015-04-19,2.04,24265.78,2688.07,16785.46,34.25,4758.0,4758.0,0.0,0.0,organic,2015,NewYork
2018-01-28,1.4,661212.22,,54463.83,2465.91,163876.04,95377.39,68491.98,,conventional,2018,MiamiFtLauderdale
2015-07-05,0.98,718152.22,,101119.61,193.76,132960.51,72566.19,60394.32,0.0,conventional,2015,MiamiFtLauderdale
2017-05-28,1.63,71551.35,3682.02,22151.54,194.47,45523.32,24299.08,21224.24,0.0,organic,2017,Plains
2015-02-01,1.76,1591.75,805.42,60.41,5.92,720.0,720.0,0.0,0.0,organic,2015,Jacksonville
2016-10-23,2.73,8533.85,653.46,6987.25,0.0,893.14,893.14,0.0,,organic,2016,SanDiego
2016-04-03,1.88,124627.43,7547.6,25271.64,2014.62,89793.57,79549.51,10244.06,0.0,organic,2016,Northeast
2015-06-28,1.39,63938.81,755.7,30246.27,2965.17,29971.67,29940.56,31.11,0.0,conventional,2015,Syracuse
2017-09-24,2.64,1411.83,63.68,535.14,0.0,813.01,75.19,737.82,,organic,2017,Boise
2015-07-12,2.02,614.3,90.49,103.52,0.0,420.29,417.64,2.65,0.0,organic,2015,BuffaloRochester
2017-07-09,1.9,5505.07,262.72,1460.13,0.0,3782.22,3778.89,3.33,,organic,2017,Orlando
2017-11-19,1.26,4782021.0,1879513.0,1360694.0,107055.0,1434759.0,1328429.0,47615.0,,conventional,2017,California
2016-12-25,1.27,5601.65,,37.97,0.0,5088.64,2863.33,2225.31,,organic,2016,Orlando
2015-02-15,1.23,363889.04,140491.93,153003.62,16459.01,53934.48,51454.09,2472.63,7.76,conventional,2015,Portland
2015-01-04,1.39,4414.29,56.21,2760.82,0.0,1597.26,1139.42,457.84,,organic,2015,Roanoke
2015-02-01,1.69,1565.24,45.17,805.09,0.0,714.98,496.67,218.31,,organic,2015,Indianapolis
2017-02-19,1.15,17954.08,1900.85,3776.59,0.0,12276.64,11577.52,699.12,,organic,2017,LasVegas
2017-09-24,1.59,228615.67,,181192.01,81.52,42532.33,41353.71,1178.62,0.0,conventional,2017,HartfordSpringfield
2017-10-15,1.81,10382.51,258.44,4239.94,0.0,5884.13,5540.93,343.2,,organic,2017,CincinnatiDayton
2017-03-26,1.51,550948.58,6860.31,412840.77,3403.92,127843.58,115695.54,11461.93,,conventional,2017,Boston
2016-02-14,0.82,6807283.15,,1974912.11,278558.48,2555662.85,2207054.69,333029.79,15578.37,conventional,2016,California
2015-05-31,1.22,260058.34,42572.44,125281.89,804.17,91399.84,87880.67,2341.73,,conventional,2015,HarrisburgScranton
2016-01-24,1.2,96487.8,106.84,63654.05,1741.79,30985.12,24102.68,6882.44,,,2016,Pittsburgh
2016-07-24,1.17,3381732.73,1485492.18,845297.22,21369.68,1029573.65,657021.42,314632.79,,conventional,2016,Southeast
2015-01-11,1.09,1402841.83,737363.86,448207.79,10009.45,207260.73,205299.64,954.59,,conventional,2015,Plains
2015-06-28,1.49,12523.04,313.32,11312.15,0.0,897.57,303.33,594.24,,organic,2015,CincinnatiDayton
2015-11-29,0.88,56722.58,5178.73,11715.12,15.54,39813.19,385.54,39427.65,,organic,2015,Denver
2015-05-17,1.09,3753201.03,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,,conventional,2015,GreatLakes
2016-08-14,1.08,295535.64,129727.7,53954.55,6997.8,104855.59,63416.1,41439.49,0.0,conventional,2016,LasVegas
2016-07-17,1.28,279442.6,47084.06,109983.48,29372.59,93002.47,82748.32,685.82,9568.33,conventional,2016,RaleighGreensboro
2016-09-18,1.07,167438.32,85331.98,26634.72,2505.47,52966.15,51334.31,1631.84,,conventional,2016,Columbus
2018-02-11,1.47,14289.52,70.09,4206.95,84.14,9928.34,8754.94,1173.4,0.0,organic,2018,SouthCarolina
2016-09-04,1.01,162357.83,51973.15,42949.04,107.02,67328.62,64633.66,2359.96,,conventional,2016,Roanoke
2017-12-24,1.75,42805.68,928.21,13694.01,26.04,28157.42,3377.7,24684.25,,organic,2017,Seattle
2015-09-13,1.84,2056.82,83.47,177.37,8.35,1787.63,1787.63,0.0,0.0,organic,2015,HarrisburgScranton
2017-08-20,2.93,21524.58,9571.06,7792.22,0.0,4161.3,4161.3,0.0,,organic,2017,SanFrancisco
2017-01-01,0.83,218881.63,87684.11,50243.59,4324.39,76629.54,73432.68,3196.86,,conventional,2017,Columbus
2018-03-25,1.03,43409835.75,14130799.1,12125711.42,758801.12,16394524.11,12540327.19,3544729.39,,conventional,2018,TotalUS
2018-03-18,1.33,471175.79,44696.37,241775.09,334.21,184370.12,169602.85,12962.83,1804.44,conventional,2018,Philadelphia
2016-11-27,1.55,33757.95,690.91,24789.85,6.97,8270.22,8270.22,0.0,,conventional,2016,Syracuse
2016-05-01,1.22,1536109.56,16424.04,1106990.04,11518.08,401177.4,321936.31,79106.38,,,2016,NewYork
2017-07-30,1.65,178141.22,3482.46,65083.8,0.0,109284.6,76778.61,32505.99,0.0,organic,2017,GreatLakes
2015-11-29,1.73,1685.8,791.5,8.85,0.0,885.45,885.45,0.0,,organic,2015,Tampa
2016-07-24,1.66,658913.69,42452.5,386821.79,109032.48,120606.92,113683.42,1819.86,,conventional,2016,Chicago
2017-07-09,0.99,399827.4,,54694.89,7591.71,199350.73,75039.55,124311.18,,conventional,2017,LasVegas
2016-05-01,0.58,564738.86,341116.17,60230.81,1500.12,161891.76,118421.93,43469.83,,conventional,2016,NewOrleansMobile
2018-02-04,0.96,5286412.87,1259113.31,1697962.55,30102.36,2299234.65,2012145.29,280722.16,,conventional,2018,Midsouth
2015-07-26,2.12,8182.86,2850.16,5160.65,0.0,172.05,172.05,0.0,0.0,organic,2015,Sacramento
2018-02-25,1.38,399308.69,,293596.94,1398.78,81978.34,37405.1,43809.91,,conventional,2018,NorthernNewEngland
2017-03-05,1.23,8150.41,1233.15,462.58,0.0,6454.68,382.99,6071.69,0.0,organic,2017,StLouis
2016-03-06,1.27,90633.66,972.34,74693.31,56.26,14911.75,14476.23,435.52,0.0,conventional,2016,Albany
2015-06-21,1.08,3720458.83,487936.68,1958437.1,493928.69,780156.36,611156.81,132172.82,,conventional,2015,GreatLakes
2017-10-15,1.77,10197.11,2370.22,101.99,0.0,7724.9,7703.01,21.89,,,2017,PhoenixTucson
2015-08-02,1.16,5428238.87,2940145.82,1737845.94,183471.03,566776.08,559587.76,4953.57,,conventional,2015,California
2017-03-19,1.87,2763.38,,175.98,0.0,2084.26,2084.26,0.0,,organic,2017,Albany
2015-03-22,1.11,292821.36,5900.6,230143.88,139.93,56636.95,53990.12,2646.83,,conventional,2015,HartfordSpringfield
2017-09-10,1.54,466988.83,241057.35,47619.22,111.21,178201.05,116857.39,58868.48,2475.18,conventional,2017,Atlanta
2016-09-18,1.96,2874.38,,1484.61,0.0,1147.15,514.7,632.45,0.0,organic,2016,Indianapolis
2016-03-20,2.3,6407.43,160.54,3228.32,2.68,3015.89,3015.89,0.0,,organic,2016,HartfordSpringfield
2015-10-04,1.18,2233935.94,,1070891.86,194003.8,501338.98,438547.27,61454.54,,conventional,2015,Midsouth
2016-09-11,0.82,6236078.55,3652516.49,1003811.64,15092.69,1564657.73,1379670.23,173092.74,,conventional,2016,SouthCentral
2016-09-11,1.16,338518.81,154295.04,62808.74,61.0,121354.03,65128.71,55457.26,768.06,conventional,2016,Tampa
2016-03-13,1.33,106057.37,,67123.23,6.11,35387.04,11461.81,23925.23,,organic,2016,GreatLakes
2015-09-27,1.81,6250.05,78.13,2446.9,686.6,3038.42,2796.4,242.02,,organic,2015,RaleighGreensboro
2016-02-21,0.73,955582.65,155250.0,331998.14,14973.1,453361.41,43379.59,409969.42,12.4,conventional,2016,Denver
2017-01-22,1.5,2590.39,8.54,139.02,0.0,2442.83,2440.12,2.71,0.0,organic,2017,BuffaloRochester
2015-03-01,1.84,849.44,,506.75,0.0,310.0,310.0,0.0,,organic,2015,GrandRapids
2018-03-11,1.01,275804.74,,22713.79,10175.31,177776.19,146773.92,30140.64,861.63,conventional,2018,CincinnatiDayton
2017-12-24,1.18,80024.09,6596.13,28324.6,217.35,44886.01,23837.75,21035.42,,conventional,2017,Louisville
2016-05-29,1.37,249655.68,37317.27,123135.77,3020.45,86182.19,52709.61,33472.58,,organic,2016,West
2017-04-09,1.7,398600.32,30725.04,213528.19,566.18,153780.91,143053.85,10506.23,,conventional,2017,Philadelphia
2017-02-12,1.29,5966.83,,8.03,0.0,5663.53,4157.77,1505.76,,organic,2017,MiamiFtLauderdale
2015-08-02,1.14,309611.87,148657.53,64352.06,19051.78,77550.5,72040.69,5488.53,,conventional,2015,SouthCarolina
2017-04-16,1.51,16022.22,3513.65,5291.51,0.0,7217.06,6768.0,449.06,,organic,2017,PhoenixTucson
2016-10-02,1.59,1233.27,0.0,76.93,0.0,1156.34,1156.34,0.0,,organic,2016,Syracuse
2017-07-30,1.34,575652.16,145857.23,211102.06,14356.83,204336.04,116878.48,87177.01,,conventional,2017,Portland
2016-09-11,0.88,961997.61,504499.4,216559.98,11582.2,229356.03,123900.27,105452.43,,conventional,2016,PhoenixTucson
2016-12-25,1.21,94378.68,28632.23,4227.39,0.0,61519.06,59525.98,1993.08,0.0,organic,2016,SouthCentral
2017-01-22,1.27,8066.77,436.2,2878.14,180.28,4572.15,2901.02,1671.13,0.0,organic,2017,RichmondNorfolk
2017-10-22,1.04,673664.68,390067.16,159230.47,2000.47,122366.58,63878.87,58487.71,,conventional,2017,WestTexNewMexico
2017-03-05,2.17,13783.11,255.27,7325.0,4.19,6198.65,6179.25,19.4,,organic,2017,HartfordSpringfield
2015-07-05,1.85,3162.45,799.67,2362.78,0.0,0.0,0.0,0.0,,organic,2015,Spokane
2018-02-11,1.57,15986.17,1924.28,1368.32,0.0,12693.57,12437.35,256.22,0.0,organic,2018,WestTexNewMexico
2016-05-29,1.41,1085152.56,137449.41,468311.32,13698.09,465693.74,349592.45,116101.29,,organic,2016,TotalUS
2016-07-10,1.9,13234.04,4462.78,4630.0,0.0,4141.26,676.76,3464.5,0.0,organic,2016,LasVegas
2016-10-09,0.98,1075303.77,,344448.92,9670.82,237898.56,121027.64,116836.2,,,2016,Houston
2015-04-26,1.51,8109.67,89.77,4454.61,919.05,2646.24,1748.63,897.61,,organic,2015,RaleighGreensboro
2017-09-10,1.7,253627.92,,19370.0,698.55,74417.62,49005.6,22215.35,,conventional,2017,Orlando
2016-02-28,1.64,9920.46,1.26,357.43,0.0,9561.77,9558.44,3.33,,organic,2016,NorthernNewEngland
2017-10-15,1.63,2395914.69,529662.41,1066264.19,21955.24,778032.85,654675.29,123337.18,20.38,,2017,Midsouth
2015-09-27,1.06,199908.44,,17616.44,1515.75,57247.33,53115.57,4131.76,,conventional,2015,NewOrleansMobile
2016-12-25,1.07,428247.63,119611.9,263467.16,811.18,44357.39,39136.56,2868.61,,conventional,2016,Sacramento
2015-06-28,1.0,329753.61,135230.94,30175.61,48618.79,115728.27,111301.27,2126.05,,conventional,2015,Detroit
2015-04-26,1.02,161438.17,87214.58,28964.04,16624.25,28635.3,22384.1,4959.65,,conventional,2015,Columbus
2018-03-18,1.19,6981.22,162.32,87.87,0.0,6731.03,2782.91,3948.12,,organic,2018,Syracuse
2016-05-29,1.08,673496.13,7708.04,461424.99,72848.75,131514.35,129466.02,142.22,,conventional,2016,Boston
2016-01-24,1.47,9297.5,1706.27,4796.37,0.0,2794.86,2788.43,6.43,,organic,2016,LasVegas
2016-05-15,0.86,522134.64,214251.75,138866.8,113.49,168902.6,58113.67,106150.87,,conventional,2016,Tampa
2016-03-20,0.78,6938294.62,2557843.72,1955450.63,167407.21,2257593.06,1216115.26,1040865.95,611.85,conventional,2016,West
2018-03-11,1.19,888615.09,603091.72,74717.78,2009.9,208795.69,97893.87,110561.82,,conventional,2018,MiamiFtLauderdale
2017-01-08,1.28,219338.92,56739.54,80201.7,10231.86,72165.82,63539.28,8626.54,,conventional,2017,Charlotte
2016-11-06,1.48,134399.76,2602.81,46417.2,2433.05,82946.7,41924.85,41021.85,,organic,2016,Midsouth
2016-05-08,0.86,314243.15,,183121.83,17789.78,108920.28,17361.66,87869.71,,conventional,2016,CincinnatiDayton
2018-03-18,1.5,10311.24,190.28,901.77,0.0,9219.19,7687.03,1532.16,0.0,organic,2018,Tampa
2016-12-25,1.59,6491.55,293.57,2329.01,197.27,3671.7,2797.68,874.02,,organic,2016,SouthCarolina
2015-12-06,1.83,5564.87,1256.25,3763.92,0.0,544.7,541.37,3.33,0.0,organic,2015,SanDiego
2017-02-12,0.94,2097983.48,1041604.45,490947.03,23556.8,541875.2,466641.32,53465.68,,conventional,2017,Plains
2017-01-15,1.54,2962.13,238.89,2018.46,0.0,704.78,73.89,630.89,,organic,2017,Nashville
2016-09-11,1.31,248257.02,55464.08,81087.7,19102.71,92602.53,88122.17,4475.36,,conventional,2016,RaleighGreensboro
2015-12-06,1.76,1739.62,919.89,16.4,0.0,803.33,803.33,0.0,,organic,2015,Tampa
2015-03-15,1.82,2478.71,1548.1,33.94,0.0,896.67,896.67,0.0,,organic,2015,Orlando
2017-03-12,0.64,29680.14,325.53,5300.47,0.0,24054.14,687.41,23366.73,,organic,2017,CincinnatiDayton
2017-10-29,1.8,6098.89,14.42,924.45,0.0,5160.02,3222.62,1937.4,,organic,2017,StLouis
2016-06-19,1.13,193533.04,17469.3,91178.24,19044.12,65841.38,34458.27,25319.68,,conventional,2016,Indianapolis
2016-03-13,1.32,12819.92,705.97,7430.23,0.0,4683.72,2220.0,2463.72,0.0,organic,2016,Nashville
2015-06-21,1.69,10939.94,5224.23,2873.85,713.71,2128.15,2122.8,5.35,,organic,2015,BaltimoreWashington
2015-01-04,0.95,31324277.73,12357161.34,13624083.05,844093.32,4498940.02,3585321.58,894945.63,,conventional,2015,TotalUS
2016-12-11,1.47,89037.86,967.77,62963.23,54.34,25052.52,23315.81,1736.71,,,2016,BuffaloRochester
2015-08-09,1.82,8902.03,2628.99,5592.09,0.0,680.95,680.95,0.0,,organic,2015,SanDiego
2016-09-25,1.81,1727.77,0.0,1385.64,0.0,342.13,263.34,78.79,,organic,2016,Louisville
2015-01-25,1.06,45147.5,941.38,33196.16,164.14,10845.82,10103.35,742.47,,conventional,2015,Albany
2016-01-17,1.24,732860.83,,474840.29,36599.56,79708.02,79192.95,508.86,6.21,,2016,SanFrancisco
2015-04-12,0.76,369817.99,245368.93,69484.66,4229.89,50734.51,32104.77,18629.74,,conventional,2015,LasVegas
2017-12-24,1.87,3639.23,80.45,643.63,3.77,2911.38,1784.19,1127.19,,organic,2017,Jacksonville
2018-01-21,1.11,331324.99,74246.57,80371.21,4657.83,172049.38,165016.97,7031.3,,conventional,2018,Charlotte
2016-08-21,1.4,13662.27,751.81,7547.5,0.0,5362.96,802.78,4560.18,,organic,2016,Detroit
2016-12-04,0.99,3941512.2,1481392.35,851643.42,5133.86,1603342.57,644607.27,957516.13,1219.17,conventional,2016,Southeast
2016-07-24,0.94,922526.29,,201696.43,12392.31,284764.8,144445.97,139836.89,,conventional,2016,PhoenixTucson
2017-12-24,1.73,53663.33,2437.98,17137.62,29.27,34058.46,22547.68,11499.94,,organic,2017,Plains
2017-08-13,1.69,13218.86,13.62,246.35,0.0,12958.89,12958.89,0.0,,organic,2017,NorthernNewEngland
2017-05-14,1.43,342985.7,215699.35,42141.19,60.98,85084.18,59447.45,25620.06,,conventional,2017,Tampa
2016-01-31,1.12,774091.49,,512608.82,132958.04,93310.7,92124.35,1186.35,,conventional,2016,Chicago
2016-05-15,0.69,1343566.69,614769.67,335853.13,95672.31,297271.58,102106.82,192425.32,,conventional,2016,Houston
2015-01-25,1.63,59906.52,3609.5,45327.3,0.0,10969.72,6137.81,4831.91,,organic,2015,GreatLakes
2016-10-09,1.64,10308.86,246.32,4951.79,759.62,4351.13,4276.0,75.13,,organic,2016,Charlotte
2016-05-29,1.18,489338.25,166777.3,252374.66,18823.94,51362.35,51287.11,4.39,70.85,conventional,2016,Sacramento
2015-05-31,1.69,12640.64,5802.91,3268.67,1060.5,2508.56,2505.91,2.65,,organic,2015,BaltimoreWashington
2015-03-15,1.65,58939.14,8401.12,28424.2,4385.54,17728.28,16137.24,1591.04,,organic,2015,Midsouth
2016-03-27,1.33,3982.06,1196.76,7.73,0.0,2777.57,2777.57,0.0,,,2016,MiamiFtLauderdale
2016-03-13,0.81,241653.71,103139.77,47856.7,316.39,90340.85,18010.95,72329.9,,conventional,2016,Jacksonville
2015-09-27,2.24,1140.95,106.54,222.08,8.74,803.59,803.59,0.0,,organic,2015,HarrisburgScranton
2018-01-28,1.34,73320.15,3345.87,42297.35,62.85,27614.08,5723.16,21890.92,0.0,conventional,2018,Syracuse
2017-10-22,1.91,90426.45,1696.37,17846.02,107.66,70776.4,57692.92,13083.48,,organic,2017,Southeast
2016-07-10,1.33,9499.39,118.72,5339.53,0.0,4041.14,1340.85,2700.29,,organic,2016,Roanoke
2015-12-13,0.96,365643.92,242293.88,40944.16,52.15,82353.73,42015.01,40338.72,,conventional,2015,Tampa
2017-11-19,0.89,1142126.0,620361.0,134476.0,2776.0,384513.0,298259.0,86254.0,,conventional,2017,Houston
2017-03-05,1.23,24969.3,,4876.69,52.82,17747.37,17114.89,632.48,,organic,2017,WestTexNewMexico
2016-06-12,1.45,18898.31,,11757.61,3.23,4273.61,4270.02,3.59,0.0,organic,2016,SanDiego
2016-07-03,0.77,136377.55,36208.26,6421.9,12.16,93735.23,93645.45,20.52,,conventional,2016,Boise
2016-07-31,1.03,214273.18,54119.45,28847.85,229.71,131076.17,109459.43,6537.25,,conventional,2016,StLouis
2016-12-11,1.97,1212.71,29.44,855.06,0.0,328.21,160.0,168.21,,organic,2016,GrandRapids
2017-09-03,1.24,4677784.49,2610726.8,799483.48,11103.09,1256471.12,925948.98,319844.34,10677.8,conventional,2017,SouthCentral
2017-04-02,1.93,5864.06,1493.44,74.28,0.0,4296.34,3517.43,778.91,,,2017,Tampa
2017-04-02,0.95,281438.76,122671.42,10966.77,86.7,147713.87,139193.03,7520.84,,conventional,2017,Nashville
2017-07-30,2.1,13864.42,72.64,4282.77,2.74,9506.27,9501.7,4.57,0.0,organic,2017,HartfordSpringfield
2017-06-11,1.0,718937.65,128990.56,168571.5,18215.43,403160.16,401672.14,1316.91,,conventional,2017,Portland
2017-11-12,1.95,150594.48,20429.3,29316.64,61.67,100786.87,64189.33,36581.15,,,2017,West
2017-10-29,1.53,452358.05,109352.84,121941.84,14722.61,206340.76,169263.24,36815.75,,conventional,2017,Seattle
2016-05-22,1.11,903864.9,,592064.53,145104.44,130127.26,121785.52,6544.59,,conventional,2016,Chicago
2016-08-14,1.67,116220.19,6686.26,68598.93,6.35,40928.65,14160.18,26768.47,,organic,2016,GreatLakes
2015-11-29,1.03,73733.96,24165.84,30145.95,114.57,19307.6,19307.6,0.0,0.0,,2015,Roanoke
2018-03-25,0.96,264778.18,77671.02,21732.24,3272.61,162102.31,133163.77,28160.04,,conventional,2018,Columbus
2017-07-16,1.18,212210.95,93140.13,32246.58,206.54,86617.7,71974.21,13092.37,,conventional,2017,Nashville
2015-08-16,1.64,2787.28,1152.32,1438.29,0.0,196.67,196.67,0.0,,organic,2015,GrandRapids
2018-01-07,1.03,300234.79,,94172.95,1657.28,108364.11,99730.22,8633.89,,conventional,2018,RichmondNorfolk
2016-12-04,1.96,7009.95,2315.4,3214.55,0.0,1480.0,1469.13,10.87,0.0,organic,2016,PhoenixTucson
2015-08-09,1.77,4599.05,,56.78,0.0,2214.78,2214.78,0.0,0.0,,2015,Orlando
2016-01-03,1.42,5741.19,939.13,2479.3,0.0,2322.76,1508.21,814.55,,organic,2016,Nashville
2015-02-15,1.22,156798.51,28227.83,38591.73,40430.51,49548.44,40419.97,9128.47,0.0,conventional,2015,Charlotte
2017-09-17,1.62,219275.21,136981.14,25106.49,108.0,57079.58,46789.06,10177.19,,,2017,NewOrleansMobile
2018-01-14,1.31,4198992.14,2371136.88,403224.01,17012.38,1407618.87,845928.49,540110.99,,conventional,2018,Southeast
2016-04-10,0.7,1271741.46,757578.32,188936.32,151966.39,173260.43,117792.84,50449.53,,conventional,2016,Houston
2015-07-05,1.84,1296.65,,923.24,0.0,366.23,356.66,9.57,0.0,organic,2015,GrandRapids
2017-03-05,1.38,384828.85,9417.54,318710.7,4245.38,52455.23,52455.23,0.0,,conventional,2017,NorthernNewEngland
2016-06-05,1.52,17431.92,3340.24,8893.38,0.0,5198.3,5022.86,175.44,,organic,2016,SanDiego
2015-11-22,1.23,320058.33,,226193.52,591.76,80592.91,74840.49,5752.42,0.0,conventional,2015,Philadelphia
2015-05-31,1.23,9890.95,,189.05,0.0,990.0,990.0,0.0,,organic,2015,Houston
2016-11-27,1.39,26868.47,2771.15,3371.02,8.24,20718.06,129.82,20588.24,,organic,2016,Portland
2015-05-24,1.97,1274.53,45.07,1108.3,0.0,121.16,100.0,21.16,0.0,organic,2015,Boise
2017-07-16,1.46,642837.36,,207831.49,14610.86,312011.12,114962.78,196568.34,480.0,conventional,2017,Denver
2018-01-28,1.18,432600.1,7854.32,360244.35,237.31,64264.12,60495.46,3601.99,,conventional,2018,HartfordSpringfield
2016-03-27,1.45,2927.32,59.51,1996.63,1.92,869.26,0.0,869.26,,organic,2016,Spokane
2016-08-14,1.58,13049.21,2514.22,4567.03,0.0,5967.96,1854.73,4113.23,,organic,2016,Atlanta
2017-04-23,2.13,2101.46,17.88,1363.66,0.0,719.92,716.61,3.31,,organic,2017,GrandRapids
2016-07-03,2.33,9168.9,,3744.45,8.12,5248.47,5248.47,0.0,0.0,organic,2016,HartfordSpringfield
2017-01-29,1.9,11574.88,1374.83,3255.7,9.02,6935.33,6844.43,90.9,,organic,2017,Philadelphia
2015-01-04,1.4,116253.44,3267.97,55693.04,109.55,57182.88,57182.88,0.0,,conventional,2015,BuffaloRochester
2015-02-15,0.98,5026688.71,2483265.25,1840716.14,91125.41,611581.91,542973.12,68521.88,,conventional,2015,West
2016-02-28,1.62,3092.98,0.0,94.74,0.0,2998.24,856.96,2141.28,,organic,2016,Syracuse
2016-04-17,1.05,257743.57,42204.53,135971.63,137.93,79429.48,76854.18,2575.3,0.0,,2016,HarrisburgScranton
2017-03-12,2.21,7789.5,476.63,345.2,19.42,6948.25,6948.25,0.0,0.0,organic,2017,HarrisburgScranton
2018-03-04,1.68,11250.57,810.62,4420.73,0.0,6019.22,4449.27,1569.95,0.0,organic,2018,CincinnatiDayton
2017-10-01,2.24,5291.89,1055.34,115.35,0.0,4121.2,4037.32,83.88,,organic,2017,LasVegas
2015-11-22,1.3,63345.59,,42392.76,1119.61,18248.33,12552.12,5696.21,0.0,conventional,2015,Pittsburgh
2017-05-21,1.18,50366.31,6687.57,3688.01,8.42,39982.31,203.25,39779.06,0.0,organic,2017,Portland
2016-06-19,1.42,104127.89,2063.55,59252.92,1172.76,41638.66,27767.25,12371.41,1500.0,conventional,2016,Pittsburgh
